,logFC,logCPM,LR,PValue,FDR,log_PValue,log_FDR,desc
Tb8.NT.9,-1.4747461691167696,3.9726201410861126,104.47471006220407,1.5921265037214642e-24,7.64177486850696e-24,23.79802242800195,23.116805761047683,Noncoding RNA  putative
Tb927.8.690,0.9870491124385761,5.807639435432909,177.36696750984888,1.8211305728381279e-40,1.589554709872292e-39,39.73965891470474,38.79872451978649,peptidyl-prolyl cis-trans isomerase/rotamase  putative
Tb927.8.700,-0.36297724674559906,6.478332675371728,20.209900341633787,6.9392869176972255e-06,1.2786228435788215e-05,5.158685155427058,4.893257540828475,DNA repair and recombination helicase protein PIF7
Tb927.8.710,-0.5203941576131873,7.45030400926745,4.01016527961491,0.04522671699630467,0.058568163598108625,1.3446049365109176,1.2323383930406973,RNA-binding protein  putative
Tb8.NT.11,0.18169505813119483,5.721626059215163,0.41106001243566936,0.5214319747022725,0.564465481724861,0.2828023410023964,0.24836261096625373,Noncoding RNA  putative
Tb927.8.720,-1.1854054582933304,6.008055140331842,155.72218313069664,9.735918036229707e-36,7.230350894552944e-35,35.01162309095743,34.140840625545,Cytosolic iron-sulfur protein assembly 2B  putative
Tb927.8.730,1.3350323471850325,8.094346687986539,95.87244607098124,1.225289042969567e-22,5.462038798105196e-22,21.911761450108056,21.262645219292743,nucleolar RNA-binding protein  putative
Tb927.8.740,0.9830130744627499,4.723106580787985,43.0623742929498,5.3022197982499576e-11,1.328844167799617e-10,10.275542272983815,9.876525945342282,nucleolar RNA-binding protein (fragment)
Tb927.8.750,0.974257013720654,6.344844409734927,169.92441575539232,7.685548393357618e-39,6.344054540693329e-38,38.11432513848148,37.19763309198611,nucleolar RNA-binding protein  putative
Tb927.8.760,1.2085499582339423,8.437886619349017,28.32251231034502,1.0269471207731726e-07,2.1189307292766175e-07,6.98845191837708,6.673883240733594,nucleolar RNA-binding protein
Tb927.8.770,-0.33213191605033215,7.112603070747082,12.998943369086138,0.0003116667979201313,0.0005053283479636116,3.5063094609509626,3.296426337980172,SUMO-interacting motif-containing protein
Tb927.8.780,-0.3409481427430316,6.3049907165370564,4.478633905212249,0.03432114395664281,0.045131681907089126,1.4644382451305067,1.3455184814730488,hypothetical protein  conserved
Tb927.8.790,-0.24801101224087907,6.739031711249553,9.786226529707552,0.0017582390848084966,0.002667662704893994,2.7549220700170176,2.5738690828003215,hypothetical protein  conserved
Tb927.8.800,0.20365793525104472,6.650648955559279,4.251222526126121,0.039222085959079576,0.051209630236508326,1.406469312850096,1.290648360014536,Domain of unknown function (DUF3437)  putative
Tb927.8.810,0.6712472922058168,6.746657954500026,45.88991838866808,1.2508804430189028e-11,3.251369386817515e-11,10.902784197435626,10.487933687672925,radial spoke protein RSP9  putative
Tb927.8.820,-0.19150076923213774,6.27608338915424,7.3336235576815545,0.006767648337847872,0.009670022988800415,2.1695622162958736,2.0145724934560576,VID27 cytoplasmic protein  putative
Tb927.8.830,-0.45016046094212914,7.093267021165897,12.777536934818961,0.000350806530975768,0.0005669033540568411,3.454932329957266,3.246490973518698,Protein of unknown function (DUF3608)  putative
Tb927.8.840,0.029636375081036018,6.4943644351879355,0.16565594639061665,0.6840017206226611,0.7201440199136011,0.1649428058003702,0.14258064134786366,hypothetical protein  conserved
Tb927.8.850,0.12390457207556242,5.4410178097819015,2.589429831571014,0.10757905593897062,0.1324251633130534,0.968272271192811,0.8780294827992805,hypothetical protein  conserved
Tb927.8.860,0.10010415946464143,5.511187428814127,2.1970494639409477,0.13827518651112497,0.16732658427619232,0.8592557470645624,0.7764350543319275,hypothetical protein  conserved
Tb927.8.870,-0.3606599769318646,6.422647542557331,4.74007569803625,0.029467774621361645,0.03905101529016435,1.5306526604227353,1.4083676703863246,CAMK/CAMKL family protein kinase  putative
Tb927.8.880,0.028725953330288007,6.3852049505456305,0.07893585953654281,0.778744713580255,0.8065814715810727,0.10860488848136704,0.09335175862708772,hypothetical protein
Tb927.8.890,0.9002345160648806,8.529882641951344,33.95106729595196,5.651567537985848e-09,1.2521649167521136e-08,8.247831078078274,7.902338468474884,Ras-related protein Rab1A
Tb8.NT.13,-1.889729468216446,2.8113367757168986,54.31401313089122,1.7087889246448587e-13,4.933090117288342e-13,12.767311579481365,12.30688095080918,Noncoding RNA  putative
Tb927.8.900,1.4444264408662535,7.897238990401155,159.40221619515088,1.5284751409714267e-36,1.1707821502348848e-35,35.81574162022002,34.931523907449034,splicing factor TSR1
Tb927.8.910,2.382450390232653,4.214599988290421,88.32445543922341,5.5552384807146754e-21,2.30625578735483e-20,20.255297292504338,19.63709252667004,hypothetical protein  conserved
Tb927.8.920,0.9133936357297746,4.881900938598301,95.9819846659673,1.159336492860242e-22,5.177832599192615e-22,21.935790493473412,21.28585199453887,ubiquitin-conjugating enzyme E2  putative
Tb927.8.930,-1.0209699742747076,5.8820956031180085,89.7965140689887,2.639589571933256e-21,1.110166464816664e-20,20.578463596047445,19.954611895690018,hypothetical protein
Tb927.8.940,-0.4981899724417207,6.397653060845413,6.561004100771228,0.010423753288584704,0.01458747738525215,1.9819758761398927,1.8360198042262865,Flagella connector protein 1
Tb927.8.950,-1.2149824204026907,6.23405801404383,139.25132704604982,3.880916024819949e-32,2.5370389547366657e-31,31.411065754413265,30.595672864391474,hypothetical protein
Tb927.8.960,-0.4520142006212382,6.343727735270133,5.549894894331331,0.018481796738708336,0.025103996722894897,1.7332558104007891,1.6002571304504447,hypothetical protein  conserved
Tb927.8.970,-1.5818025809759113,6.028544392561906,281.591141493878,3.3795765398844573e-63,6.182045572311283e-62,62.47113771330599,61.20886779776343,hypothetical protein
Tb927.8.980,0.1840542264713399,7.482165132539437,2.866652083936671,0.09043281077647808,0.1126526248241917,1.0436739704775768,0.9482586846913101,phosphoacetylglucosamine mutase
Tb927.8.990,-0.06697192183590471,6.8788946226531875,0.06307147228163501,0.8017056053418566,0.8273330360191105,0.0959850799045112,0.08231963362699522,RNA-binding protein 33 (RNA-binding motif protein 33)
Tb927.8.1000,-0.27545192292831316,5.714438822443773,9.419092061035315,0.002147378188177881,0.003231566574318871,2.6680914625153975,2.4905868926388792,hypothetical protein  conserved
Tb927.8.1010,-0.12526041430444806,6.1598758230668995,3.6102969127463993,0.057422866829274936,0.07342732293054328,1.240915129201848,1.1341423053436848,chaperone protein DnaJ  putative
Tb927.8.1020,0.15654366271241926,6.38132585452462,3.2399522309658355,0.07186273346571247,0.0908971331250715,1.1434962674194642,1.0414498141113233,6-phosphofructo-2-kinase/fructose-2 6-biphosphatase  putative
Tb927.8.1030,-0.05639334414207624,5.733847040611161,0.6971868369811745,0.4037305753411756,0.4484838035449936,0.39390835933595614,0.34825323636135386,chaperone protein DnaJ  putative
Tb927.8.1040,1.0853785855990177,5.525573939264967,235.48687183088677,3.7914658870965476e-53,5.184847934578838e-52,52.42119284713156,51.2852639764286,protein phosphatase inhibitor  putative
Tb927.8.1050,0.19580366769591107,6.931945008549873,4.174923814827968,0.0410264071157081,0.053407604181192454,1.3869365146720034,1.2723969036677316,SUMO-interacting motif-containing protein
Tb927.8.1060,-0.5513053952917008,6.19375563641554,66.65251319363244,3.238431160669858e-16,1.0799862408460327e-15,15.48966533030963,14.966581777441483,malonyl-CoA decarboxylase  mitochondrial precursor  putative
Tb927.8.1070,-0.18120397427148466,5.880609771251686,6.392425557077715,0.011460831879437942,0.015953550184608437,1.9407838581506975,1.797142657182396,hypothetical protein  conserved
Tb927.8.1080,0.8043025336572929,6.372754320944375,152.46657427268255,5.01018317890475e-35,3.6348891816168892e-34,34.30014639546345,33.439508825120186,centrin  putative
Tb927.8.1090,0.6135549361229706,6.18914724191202,69.62712918445646,7.164467567591666e-17,2.476303383176391e-16,16.144816078965007,15.606196149002498,NPAPL
Tb927.8.1100,-0.6989050334124197,7.134891350843971,58.41972869706582,2.1175685064378218e-14,6.407536631934689e-14,13.674162530708397,13.19330890227183,STE/STE11 serine/threonine-protein kinase  putative
Tb927.8.1110,-0.3425215820383985,9.687117413374008,2.641149157273304,0.10412820023304936,0.12838967137210655,0.9824316379530169,0.8914699127665832,40S ribosomal protein S9  putative
Tb927.8.1120,0.5370472969246395,5.966404330840765,54.84991672661481,1.3009427649173377e-13,3.78038033208614e-13,12.885741809839146,12.422464504973066,hypothetical protein  conserved
Tb927.8.1130,-0.7943679162357256,6.55578298722204,77.03403815261628,1.680368019173239e-18,6.220000992437068e-18,17.774595592564157,17.206209546014986,protein phosphatase with EF-Hand domains  putative
Tb927.8.1140,-0.18207497414697388,5.908388672739445,7.402892903844347,0.006511907203197481,0.0093187296683749,2.186291796912839,2.0306432867465625,hypothetical protein  conserved
Tb927.8.1150,0.7792319042980776,6.191912349561765,90.08524685135993,2.2811638620980013e-21,9.619939460204514e-21,20.641843517069283,20.016827661037222,kinetoplastid kinetochore protein 9
Tb927.8.1160,0.3388115589078059,6.71612665846867,7.877985407442068,0.005004019370798345,0.0072504184755701,2.3006810178006503,2.1396369263412858,vacuolar-type Ca2+-ATPase  putative
Tb927.8.1170,1.0118587480865953,6.127200489187406,206.87461155278785,6.603296736209058e-47,7.317446383228533e-46,46.18023918614323,45.135640451067495,eukaryotic translation initiation factor 3 subunit h
Tb927.8.1180,-0.05864420722751979,6.0356681545909865,0.4869184967137272,0.48530512200001596,0.5294510010863533,0.3139851250362402,0.2761742261938521,vacuolar-type Ca2+-ATPase 1
Tb927.8.1190,0.8047740736650969,5.933398327045348,152.2308946806429,5.641082187361798e-35,4.084224379380227e-34,34.24863757280471,33.38889040663168,eukaryotic translation initiation factor 3 subunit h
Tb927.8.1200,-0.17707050074949285,6.292108506426622,3.727223190524967,0.05353231894146205,0.06867601069064357,1.2713839432097425,1.163194940438314,vacuolar-type Ca2+-ATPase 2
Tb927.8.1210,0.7449293376983455,7.101083233517506,22.861133366416098,1.741377074304239e-06,3.3414400638705305e-06,5.75910717744209,5.476066324504001,hypothetical protein  conserved
Tb927.8.1220,1.2399872210799205,6.303784605916965,279.3260520878918,1.0530807763724843e-62,1.9041639613691724e-61,61.97753831505632,60.72029565865529,hypothetical protein  conserved (pseudogene)
Tb927.8.1230,0.5439569083499594,6.511626476383472,47.01225993306231,7.0544044537220854e-12,1.8616886706911216e-11,11.151539644330533,10.730092944141843,hypothetical protein  conserved
Tb927.8.1240,0.4726453953067099,5.784476017277417,32.42479763590313,1.2389534834985648e-08,2.6943713098538457e-08,7.906944998901681,7.5695425546009085,electron transfer flavoprotein-ubiquinone oxidoreductase  putative
Tb927.8.1250,0.3730951654484087,6.3052493264910705,21.182066638138966,4.176542737681097e-06,7.819956873783197e-06,5.3791830701915355,5.106795642020667,Sel1 repeat  putative
Tb927.8.1260,-0.17563313584082382,5.886405404079585,6.164475059548837,0.013034104646099592,0.018038782391685253,1.884918796533517,1.7437927804536497,Nucleolar protein 112
Tb927.8.1270,0.9436815837644676,5.944964263882566,85.85090178574934,1.9402690343432916e-20,7.87016756902299e-20,19.71213804737393,19.104016020687027,Nucleolar protein 54
Tb927.8.1280,-0.19362966413924393,6.070348796823059,5.410078439935608,0.020020816360963443,0.027082592877070995,1.6985182178740201,1.5673097588089906,hypothetical protein  conserved
Tb927.8.1290,0.882757559300536,4.936713186294608,25.25839880135306,5.014075284394142e-07,9.914560833636298e-07,6.299809149565777,6.003726518145767,SUMO-interacting motif-containing protein
Tb8.NT.18,-0.4956205334054156,4.737204270079798,23.194655959068633,1.4640360855393773e-06,2.822286332587157e-06,5.834448218661857,5.5493989273802775,Noncoding RNA  putative
Tb927.8.1300,0.19812951504730114,6.125225773194249,9.577846006811665,0.001969393250852444,0.002972589727482233,2.7056675547493176,2.5268650273527435,hypothetical protein  conserved
Tb927.8.1305,-0.8899473172926179,3.705826272711095,46.361000425663775,9.83537706432939e-12,2.5711264871439745e-11,11.007208985636,10.589876557617185,hypothetical protein
Tb927.8.1310,-0.7042410717424848,6.677988972113177,77.87589618421147,1.0972217503831566e-18,4.09575384118739e-18,17.959705591900757,17.387666152771114,mitochondrial carrier protein
Tb927.8.1320,-0.8339906453127176,6.880599101715297,61.19298280967024,5.17456318839467e-15,1.6166222599182643e-14,14.286126305364105,13.791391445521933,hypothetical protein  conserved
Tb927.8.1330,0.45923201290192933,9.639192410751576,4.883220114880075,0.027118981719463767,0.03608378672374307,1.5667266216604478,1.4426878927783413,60S ribosomal protein L7a  putative
Tb927.8.1340,0.2626607391745677,9.705011419755365,1.5362381301765708,0.21517862164184937,0.25201902675521826,0.6672008787499663,0.5985666699213655,60S ribosomal protein L7a  putative
Tb927.8.1350,0.5992186563091464,5.590864416500149,49.89666606900597,1.6205978964695132e-12,4.446110643399092e-12,11.79032472914128,11.352019733895286,hypothetical protein  conserved
Tb927.8.1360,1.491999458103959,6.59589132190642,84.90778615695325,3.1260968237261926e-20,1.2564812134021706e-19,19.504997574826493,18.900844000487055,Dynein heavy chain  N-terminal region 2  putative
Tb927.8.1370,0.30227803895241045,5.0304940479061395,9.998570258580706,0.0015666180685941096,0.002392997676344465,2.8050368688278398,2.6210577230962437,hypothetical protein  conserved
Tb927.8.1380,-0.5573115573152309,5.907570668003747,49.868082988088275,1.6443788570393983e-12,4.508729307453383e-12,11.783998115892024,11.345945837837858,hypothetical protein  conserved
Tb927.8.1381,-1.1360924899154345,1.5037840174541346,5.129546219436847,0.02352187649310973,0.03155591400498782,1.6285280347177076,1.5009192361333548,M5 ribosomal RNA
Tb927.8.1382,-0.9588895406891362,1.6425126606922824,5.338064152277681,0.02086463069331705,0.028186288144024373,1.6805892979531816,1.5499621126600742,M5 ribosomal RNA
Tb927.8.1383,-1.522861222017058,1.640129695119747,12.631129257204897,0.0003793759319892726,0.0006118827054098681,3.420930224675096,3.213331821768553,M5 ribosomal RNA
Tb927.8.1384,-3.0282633421835534,1.4770939433655526,16.40002148475255,5.128464833933705e-05,8.848870378501842e-05,4.290012618110268,4.053112166555905,M5 ribosomal RNA
Tb927.8.1385,-1.1327795714850344,1.412345722919836,5.3494909174170395,0.020728322014640317,0.02801285226866234,1.6834358532017426,1.5526426690602106,M5 ribosomal RNA
Tb927.8.1386,-1.9738886559259756,1.4177510969232865,11.085360994986264,0.0008701188237595751,0.0013601017209772708,3.0604214359108335,2.866428609859853,M5 ribosomal RNA
Tb927.8.1387,-1.1352755920977857,1.4713834327326534,4.809111615177491,0.02830963599527697,0.037593750279227685,1.5480657147485997,1.4248843477543378,M5 ribosomal RNA
Tb927.8.1388,-1.2374513054998546,1.4373805374434256,5.793205967887113,0.016088223555280737,0.02204122479136417,1.7934919075934213,1.6567642761836034,M5 ribosomal RNA
Tb927.8.1389,1.0054166954933952,-2.0332675165060645,2.030194450438813,0.15420087716945366,0.18517200876229933,0.8119131558001726,0.732424662140226,M5 ribosomal RNA (fragment)
Tb927.8.1390,-0.4460039077308282,3.6269833365659077,11.335506583878123,0.0007603908844712037,0.001195721430874424,3.1189630980764327,2.922369986840538,hypothetical protein  conserved  degenerate
Tb927.8.1400,-0.467409308325451,3.9172191138678216,15.07601451456585,0.00010326713520165394,0.00017410245519868686,3.986037870847496,3.7591951044040743,hypothetical protein  conserved  degenerate
Tb927.8.1410,0.3812755313971254,6.062486394585531,19.606809313038283,9.512955549649014e-06,1.73453502865296e-05,5.021684532538149,4.760816925226892,pre-rrna-processing protein tsr1 homolog
Tb927.8.1420,0.5943410858076718,6.633599814783948,42.283389176955744,7.896036579020395e-11,1.956711483129134e-10,10.10259084842987,9.708473206290046,acyl-CoA dehydrogenase  mitochondrial precursor  putative
Tb927.8.1430,0.642101752629296,4.845381966353669,43.73265826158185,3.76437370351138e-11,9.527160223313212e-11,10.424307269060758,10.021036530960043,SSU ribosomal protein  mitochondrial  putative
Tb927.8.1440,0.9349971047232949,5.740201548949973,137.93885668751477,7.515558598757535e-32,4.859167745150048e-31,31.12403873465895,30.313438108235705,maoC-like dehydratase  putative
Tb927.8.1450,-0.06408592470353736,6.009565502747215,1.105457104282694,0.2930716095203717,0.3347901566180365,0.5330262505681508,0.4752273194640653,hypothetical protein  conserved
Tb927.8.1460,-1.256919034470345,5.630606786304599,104.49710439826913,1.5742330061981158e-24,7.55845660700895e-24,23.80293098619755,23.121566875859788,EamA-like transporter family  putative
Tb927.8.1470,0.28165382162624963,6.0909601103948114,17.147270463523803,3.4590612654601834e-05,6.044380411963296e-05,4.461041745873566,4.218648210511453,Present in the outer mitochondrial membrane proteome 38
Tb927.8.1480,0.7815782915250983,7.022951405792754,55.84170758662765,7.854735404045631e-14,2.306665807127834e-13,13.104868440095474,12.637015322095149,RAVE protein 1 C terminal  putative
Tb927.8.1490,1.2224083963828183,5.491372920259316,176.05968189146222,3.5140122996610827e-40,3.040889468617363e-39,39.45419672273099,38.51699936546651,Protein of unknown function (DUF1674)  putative
Tb927.8.1500,0.3446648192823083,7.792430839725803,9.64466617165813,0.001899022068171732,0.0028715829370065545,2.721469988380665,2.5418786359162864,hypothetical protein  conserved
Tb927.8.1510,-0.4227678232037234,7.776558079778602,3.9834464062306267,0.04594945646605983,0.059422472510525515,1.3377196214963045,1.2260492815909623,ATP-dependent RNA helicase DBP2B  putative
Tb927.8.1520,-0.8298579614695216,6.2151021383103435,121.47286706622029,3.01091159673955e-28,1.7057007202683188e-27,27.521301995603753,26.768097167153257,NUDIX family hydrolase  putative
Tb927.8.1530,-1.588922361932296,6.407134565237323,441.86045242749293,4.261298799009567e-98,2.0018194358137965e-96,97.37045801233525,95.69857509846821,Golgi pH regulator  putative
Tb927.8.1540,0.5722565056900998,6.222858220202185,57.20731819016307,3.92209050737715e-14,1.1707485702831519e-13,13.40648238863842,12.931536363905495,hypothetical protein  conserved
Tb927.8.1550,1.473115661267039,7.170899892674175,198.6859367364042,4.041983435256337e-45,4.1932241947560237e-44,44.39340547063059,43.37745191700438,paraflagellar rod component  putative
Tb927.8.1560,0.40119895115815857,6.149013644983778,33.2638511705861,8.046457048046303e-09,1.765351476483704e-08,8.094395302636366,7.753168814864907,hypothetical protein  conserved
Tb927.8.1570,1.5124358427279143,6.5833290378763945,298.43573259745847,7.220636351357036e-67,1.5103520415412499e-65,66.14142452657099,64.82092181305175,Uncharacterised protein family (UPF0172)  putative
Tb927.8.1580,-1.3368022745370105,6.568522030092083,160.72717550312333,7.8482247517253e-37,6.057527182827279e-36,36.105228568442016,35.217704628312966,hypothetical protein  conserved
Tb927.8.1590,3.182940987902748,7.235272566339248,124.89011996365751,5.379236539905173e-29,3.13400925728303e-28,28.269279358168998,27.50389972504005,ubiquitin-protein ligase  putative
Tb927.8.1600,0.8928204597604636,7.5974819733079775,70.83850392557895,3.876962213669556e-17,1.352250757308523e-16,16.411508431769363,15.868942766665473,lysyl-tRNA synthetase  putative
Tb927_08_v4.snoRNA.0025,-2.2766206858271767,4.140630491483651,217.31892327480983,3.47704857234535e-49,4.1177107883553807e-48,48.458789242433156,47.38534415976563,C/D snoRNA
Tb927_08_v4.snoRNA.0016,-2.4219207274468584,4.366859682087615,225.48117183557267,5.765877254437963e-51,7.351623478607105e-50,50.239134607228365,49.13361674391665,C/D snoRNA
Tb927_08_v4.snoRNA.0006,-2.41638385043452,4.510035520375349,229.1415655864894,9.173906400147463e-52,1.1988820378750935e-50,51.037445695216334,49.92122354652601,C/D snoRNA
Tb927_08_v4.snoRNA.0001,-2.4238453306461265,4.5737373300586555,255.85503952465322,1.37418754499003e-57,2.159001320684336e-56,56.86195399202464,55.66574709200308,C/D snoRNA
Tb927_08_v4.snoRNA.0026,-2.2300519830141643,4.304187135997173,196.0014302827243,1.5575874396553357e-44,1.5822044825234515e-43,43.807547563613326,42.80073738942699,C/D snoRNA
Tb927_08_v4.snoRNA.0017,-2.265488748755268,4.413798641516925,198.49457117093553,4.449961209487538e-45,4.606328806892663e-44,44.35164377476715,43.336645064651776,C/D snoRNA
Tb927_08_v4.snoRNA.0007,-2.4358192038576645,4.3976532917385365,219.1116827650994,1.413025418245355e-49,1.7062493094781657e-48,48.849850025763324,47.76795751137481,C/D snoRNA
Tb927_08_v4.snoRNA.0002,-2.573934968999573,4.025635568757137,229.08645649072048,9.43132861707095e-52,1.231384918239919e-50,51.02542712270085,49.909606169865285,C/D snoRNA
Tb927_08_v4.snoRNA.0027,-2.385597781936155,4.18658794457293,193.08210342881645,6.75463904287428e-44,6.697797760606052e-43,43.17039785402557,42.17406797008054,C/D snoRNA
Tb927_08_v4.snoRNA.0018,-2.389792137130437,4.3890101839978835,214.12558157677606,1.7291053562576405e-48,2.0007814842457475e-47,47.76217854388783,46.698800340333484,C/D snoRNA
Tb927_08_v4.snoRNA.0008,-2.543916190273817,4.499870941434693,243.48903771829683,6.822788904363544e-55,9.834274730652447e-54,54.16603806549106,53.00725766341013,C/D snoRNA
Tb927_08_v4.snoRNA.0003,-2.5871855005508975,4.583403018615657,324.60969829825376,1.4349315930083125e-72,3.3873009557825605e-71,71.84316880240536,70.47014621533378,C/D snoRNA
Tb927_08_v4.snoRNA.0028,-2.3898801948471773,4.29699577310659,283.10232503035206,1.5832839811873566e-63,2.930318781935762e-62,62.80044118216767,61.533085131282476,C/D snoRNA
Tb927_08_v4.snoRNA.0019,-2.3085487848158195,4.373783009127403,234.62403220209578,5.8473738133772985e-53,7.904576072768166e-52,52.233039141514574,51.10212141658495,C/D snoRNA
Tb927_08_v4.snoRNA.0009,-2.522043861640225,4.4045202502057785,231.01802814071362,3.575441780061644e-52,4.716114437506684e-51,51.44667028930646,50.32641566520233,C/D snoRNA
Tb927_08_v4.snoRNA.0004,-2.4653175699433882,4.029438802339531,140.95180898692482,1.6484659372273706e-32,1.0917708830161602e-31,31.782920022392243,30.961868492292407,C/D snoRNA
Tb927_08_v4.snoRNA.0029,-2.4236946793101217,4.17774759996258,197.86648626447592,6.101330482019524e-45,6.297285621588034e-44,44.214575450564034,43.20084660825956,C/D snoRNA
Tb927_08_v4.snoRNA.0020,-2.460292943765252,4.390828411140569,199.109099252956,3.2677475640826076e-45,3.3999963617459947e-44,44.48575150041392,43.46852154768553,C/D snoRNA
Tb927_08_v4.snoRNA.0010,-2.5508252895400014,4.467635455740095,249.34416471855965,3.609262100081278e-56,5.411979437449552e-55,55.44258157887542,54.26664386215187,C/D snoRNA
Tb927_08_v4.snoRNA.0005,-2.6415315261997807,4.305294932367663,263.5166788304299,2.9375382668838416e-59,4.818653259134283e-58,58.53201646719229,57.31707432355613,C/D snoRNA
Tb927_08_v4.snoRNA.0030,-1.982030374139065,3.45661511713847,109.02000464004571,1.606562378515926e-25,8.055600011423827e-25,24.794102407293092,24.09390210615157,C/D snoRNA
